experiment,n,seed,method,status,N_DCA,N_E,N_Av,first_escape_dca,q,S,runtime_sec,stages_completed,objective_gap,ref_feas,ref_stationarity,ref_complementarity,ref_shifted_psd
E1,400,0,persistent_cc_dca,GREEN,67,1,34,18.0,-2.499999998966699,6.428996214846254e-05,0.019207045000030003,1,1.033300556230187e-09,2.220446049250313e-16,6.1317120732482295e-15,1.1102230246251561e-15,-8.881784197001252e-16
E1,400,1,plain_dca,FIRST_ORDER,41,0,0,,-1.4999999999999991,6.370279117220533e-11,0.005790601999933,0,1.000000000000003,6.661338147750939e-16,5.9323254444665824e-15,3.3306690738754704e-15,8.881784197001252e-16
E1,400,1,post_dca,GREEN_POST,69,1,62,41.0,-2.500000000000001,9.013285370444142e-11,0.025483007000048002,1,1.332267629550187e-15,6.661338147750939e-16,5.9323254444665824e-15,3.3306690738754704e-15,8.881784197001252e-16
E1,400,1,cold_cc_dca,GREEN,63,1,38,18.0,-2.499999998974077,6.40600700349882e-05,0.020046708999871002,1,1.025925122632998e-09,6.661338147750939e-16,5.9323254444665824e-15,3.3306690738754704e-15,8.881784197001252e-16
E1,400,1,persistent_cc_dca,GREEN,63,1,34,18.0,-2.499999998974077,6.40600700349882e-05,0.042162900999983,1,1.025925122632998e-09,6.661338147750939e-16,5.9323254444665824e-15,3.3306690738754704e-15,8.881784197001252e-16
E1,400,2,plain_dca,FIRST_ORDER,41,0,0,,-1.4999999999999991,6.371476859751206e-11,0.005181685000025,0,0.9999999999999971,0.0,3.654999945825955e-15,3.8857805861880495e-15,8.881784197001252e-16
E1,400,2,post_dca,GREEN_POST,69,1,62,41.0,-2.500000000000001,9.013127352071231e-11,0.024536973000067002,1,-4.440892098500626e-15,0.0,3.654999945825955e-15,3.8857805861880495e-15,8.881784197001252e-16
E1,400,2,cold_cc_dca,GREEN,57,1,37,18.0,-2.499999999148208,5.837100010961638e-05,0.043565369999896006,1,8.517884175773816e-10,0.0,3.654999945825955e-15,3.8857805861880495e-15,8.881784197001252e-16
E1,400,2,persistent_cc_dca,GREEN,57,1,34,18.0,-2.499999999148208,5.837100010961638e-05,0.018510937999963003,1,8.517884175773816e-10,0.0,3.654999945825955e-15,3.8857805861880495e-15,8.881784197001252e-16
E1,400,3,plain_dca,FIRST_ORDER,41,0,0,,-1.5,6.370710276664395e-11,0.032455657000127,0,1.000000000000001,2.220446049250313e-16,4.66876711875439e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,400,3,post_dca,GREEN_POST,69,1,62,41.0,-2.5,9.013201725725279e-11,0.024839258000156003,1,1.77635683940025e-15,2.220446049250313e-16,4.66876711875439e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,400,3,cold_cc_dca,GREEN,67,1,37,18.0,-2.499999999139227,5.86778515296668e-05,0.020123753999996,1,8.607745627386976e-10,2.220446049250313e-16,4.66876711875439e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,400,3,persistent_cc_dca,GREEN,67,1,34,18.0,-2.499999999139227,5.86778515296668e-05,0.020760772999892003,1,8.607745627386976e-10,2.220446049250313e-16,4.66876711875439e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,400,4,plain_dca,FIRST_ORDER,41,0,0,,-1.4999999999999991,6.370406641141717e-11,0.006217524000021001,0,0.9999999999999961,0.0,6.3754030656200104e-15,4.996003610813207e-15,1.77635683940025e-15
E1,400,4,post_dca,GREEN_POST,69,1,62,41.0,-2.5,9.013257494193082e-11,0.028478382999992002,1,-4.884981308350689e-15,0.0,6.3754030656200104e-15,4.996003610813207e-15,1.77635683940025e-15
E1,400,4,cold_cc_dca,GREEN,69,1,37,18.0,-2.4999999992548902,5.459341973101575e-05,0.042697315000168004,1,7.451053107843109e-10,0.0,6.3754030656200104e-15,4.996003610813207e-15,1.77635683940025e-15
E1,400,4,persistent_cc_dca,GREEN,69,1,34,18.0,-2.4999999992548902,5.459341973101575e-05,0.019497200999921003,1,7.451053107843109e-10,0.0,6.3754030656200104e-15,4.996003610813207e-15,1.77635683940025e-15
E1,400,5,plain_dca,FIRST_ORDER,41,0,0,,-1.5,6.370423287919661e-11,0.0052822769998780005,0,1.0,2.220446049250313e-16,4.8933287432948965e-15,1.1102230246251571e-15,2.664535259100375e-15
E1,400,5,post_dca,GREEN_POST,69,1,62,41.0,-2.5,9.013249848598453e-11,0.051509562000092005,1,8.881784197001252e-16,2.220446049250313e-16,4.8933287432948965e-15,1.1102230246251571e-15,2.664535259100375e-15
E1,400,5,cold_cc_dca,GREEN,66,1,38,18.0,-2.499999999135248,5.8813338092883965e-05,0.021180282999921002,1,8.647527138805344e-10,2.220446049250313e-16,4.8933287432948965e-15,1.1102230246251571e-15,2.664535259100375e-15
E1,400,5,persistent_cc_dca,GREEN,66,1,34,18.0,-2.499999999135248,5.8813338092883965e-05,0.020465508000143,1,8.647527138805344e-10,2.220446049250313e-16,4.8933287432948965e-15,1.1102230246251571e-15,2.664535259100375e-15
E1,400,6,plain_dca,FIRST_ORDER,41,0,0,,-1.4999999999999991,6.370977337199294e-11,0.005231520000052,0,1.000000000000004,4.440892098500626e-16,5.120176321572221e-15,2.2204460492503143e-15,3.552713678800501e-15
E1,400,6,post_dca,GREEN_POST,69,1,62,41.0,-2.500000000000001,9.013174318211262e-11,0.024411834999909003,1,1.77635683940025e-15,4.440892098500626e-16,5.120176321572221e-15,2.2204460492503143e-15,3.552713678800501e-15
E1,400,6,cold_cc_dca,GREEN,66,1,37,18.0,-2.499999999252056,5.4697172172203925e-05,0.019839416999957,1,7.479465935489316e-10,4.440892098500626e-16,5.120176321572221e-15,2.2204460492503143e-15,3.552713678800501e-15
E1,400,6,persistent_cc_dca,GREEN,66,1,34,18.0,-2.499999999252056,5.4697172172203925e-05,0.04716639699995501,1,7.479465935489316e-10,4.440892098500626e-16,5.120176321572221e-15,2.2204460492503143e-15,3.552713678800501e-15
E1,400,7,plain_dca,FIRST_ORDER,41,0,0,,-1.4999999999999991,6.37024073370804e-11,0.006435220999946,0,1.000000000000001,2.220446049250313e-16,4.145502458240917e-15,1.1102230246251561e-15,-1.77635683940025e-15
E1,400,7,post_dca,GREEN_POST,69,1,62,41.0,-2.5,9.013309858772194e-11,0.05126742700008401,1,8.881784197001252e-16,2.220446049250313e-16,4.145502458240917e-15,1.1102230246251561e-15,-1.77635683940025e-15
E1,400,7,cold_cc_dca,GREEN,67,1,37,18.0,-2.499999999283961,5.35178160428453e-05,0.024650944999848,1,7.160396719996243e-10,2.220446049250313e-16,4.145502458240917e-15,1.1102230246251561e-15,-1.77635683940025e-15
E1,400,7,persistent_cc_dca,GREEN,67,1,34,18.0,-2.499999999283961,5.35178160428453e-05,0.022861542999862,1,7.160396719996243e-10,2.220446049250313e-16,4.145502458240917e-15,1.1102230246251561e-15,-1.77635683940025e-15
E1,400,8,plain_dca,FIRST_ORDER,41,0,0,,-1.5,6.370812080720736e-11,0.005253633999927,0,0.9999999999999981,0.0,5.5221585479477405e-15,1.1102230246251561e-15,-1.77635683940025e-15
E1,400,8,post_dca,GREEN_POST,69,1,62,41.0,-2.5,9.013189630500782e-11,0.023836770000116,1,-8.881784197001252e-16,0.0,5.5221585479477405e-15,1.1102230246251561e-15,-1.77635683940025e-15
E1,400,8,cold_cc_dca,GREEN,55,1,40,18.0,-2.499999999012268,6.28563954880426e-05,0.023378005000040003,1,9.877303419614236e-10,0.0,5.5221585479477405e-15,1.1102230246251561e-15,-1.77635683940025e-15
E1,400,8,persistent_cc_dca,GREEN,55,1,34,18.0,-2.499999999012268,6.28563954880426e-05,0.04176179699993501,1,9.877303419614236e-10,0.0,5.5221585479477405e-15,1.1102230246251561e-15,-1.77635683940025e-15
E1,400,9,plain_dca,FIRST_ORDER,41,0,0,,-1.5,6.370576447468228e-11,0.005235496000068,0,0.9999999999999981,0.0,3.5046028898862585e-15,2.220446049250313e-15,8.881784197001252e-16
E1,400,9,post_dca,GREEN_POST,69,1,62,41.0,-2.500000000000001,9.013226439721503e-11,0.025650488999872004,1,-2.664535259100375e-15,0.0,3.5046028898862585e-15,2.220446049250313e-15,8.881784197001252e-16
E1,400,9,cold_cc_dca,GREEN,64,1,37,18.0,-2.499999999188889,5.696000962143559e-05,0.040289862000008,1,8.111085136874863e-10,0.0,3.5046028898862585e-15,2.220446049250313e-15,8.881784197001252e-16
E1,400,9,persistent_cc_dca,GREEN,64,1,34,18.0,-2.499999999188889,5.696000962143559e-05,0.020071274999963,1,8.111085136874863e-10,0.0,3.5046028898862585e-15,2.220446049250313e-15,8.881784197001252e-16
E1,400,10,plain_dca,FIRST_ORDER,41,0,0,,-1.5,6.370459235150072e-11,0.028244090000043003,0,1.000000000000003,4.440892098500626e-16,3.7054914676939615e-15,2.220446049250313e-15,0.0
E1,400,10,post_dca,GREEN_POST,69,1,62,41.0,-2.500000000000001,9.013245478513573e-11,0.025927916999989004,1,2.664535259100375e-15,4.440892098500626e-16,3.7054914676939615e-15,2.220446049250313e-15,0.0
E1,400,10,cold_cc_dca,GREEN,75,1,37,18.0,-2.499999999317977,5.2231159167597154e-05,0.021163777999845,1,6.820259912387883e-10,4.440892098500626e-16,3.7054914676939615e-15,2.220446049250313e-15,0.0
E1,400,10,persistent_cc_dca,GREEN,75,1,34,18.0,-2.499999999317977,5.2231159167597154e-05,0.024938517000009004,1,6.820259912387883e-10,4.440892098500626e-16,3.7054914676939615e-15,2.220446049250313e-15,0.0
E1,400,11,plain_dca,FIRST_ORDER,41,0,0,,-1.5,6.372881440093316e-11,0.006393608999815,0,0.9999999999999961,0.0,3.9498354579102904e-15,1.6653345369377332e-15,-3.552713678800501e-15
E1,400,11,post_dca,GREEN_POST,69,1,62,41.0,-2.5,9.013233948320822e-11,0.025836337999862003,1,-2.664535259100375e-15,0.0,3.9498354579102904e-15,1.6653345369377332e-15,-3.552713678800501e-15
E1,400,11,cold_cc_dca,GREEN,54,1,39,18.0,-2.499999999245517,5.493566035179194e-05,0.038318366000112,1,7.544800340042457e-10,0.0,3.9498354579102904e-15,1.6653345369377332e-15,-3.552713678800501e-15
E1,400,11,persistent_cc_dca,GREEN,54,1,34,18.0,-2.499999999245517,5.493566035179194e-05,0.019814628999938,1,7.544800340042457e-10,0.0,3.9498354579102904e-15,1.6653345369377332e-15,-3.552713678800501e-15
E1,400,12,plain_dca,FIRST_ORDER,41,0,0,,-1.4999999999999991,6.370747150780344e-11,0.005155645999820001,0,1.0,0.0,3.700672733372051e-15,0.0,-8.881784197001252e-16
E1,400,12,post_dca,GREEN_POST,69,1,62,41.0,-2.5,9.013189490354701e-11,0.044510520999892,1,0.0,0.0,3.700672733372051e-15,0.0,-8.881784197001252e-16
E1,400,12,cold_cc_dca,GREEN,59,1,38,18.0,-2.4999999991047632,5.984100153257672e-05,0.021739955999919,1,8.952367736014821e-10,0.0,3.700672733372051e-15,0.0,-8.881784197001252e-16
E1,400,12,persistent_cc_dca,GREEN,59,1,34,18.0,-2.4999999991047632,5.984100153257672e-05,0.018894915000146003,1,8.952367736014821e-10,0.0,3.700672733372051e-15,0.0,-8.881784197001252e-16
E1,400,13,plain_dca,FIRST_ORDER,41,0,0,,-1.4999999999999991,6.37635484702808e-11,0.005496339000046001,0,0.9999999999999991,0.0,5.552289403817143e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,400,13,post_dca,GREEN_POST,69,1,62,41.0,-2.5,9.013294590517382e-11,0.025111548000040004,1,-2.220446049250313e-15,0.0,5.552289403817143e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,400,13,cold_cc_dca,GREEN,81,1,41,18.0,-2.499999999287274,5.339387014917015e-05,0.023040773000047,1,7.127241019588837e-10,0.0,5.552289403817143e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,400,13,persistent_cc_dca,GREEN,81,1,34,18.0,-2.499999999287274,5.339387014917015e-05,0.04631817199992801,1,7.127241019588837e-10,0.0,5.552289403817143e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,400,14,plain_dca,FIRST_ORDER,41,0,0,,-1.4999999999999991,6.371704216477881e-11,0.005398130999992001,0,1.000000000000002,2.220446049250313e-16,3.574336300426299e-15,1.1102230246251561e-15,-8.881784197001252e-16
E1,400,14,post_dca,GREEN_POST,69,1,62,41.0,-2.500000000000001,9.013158893915374e-11,0.024932949000003,1,8.881784197001252e-16,2.220446049250313e-16,3.574336300426299e-15,1.1102230246251561e-15,-8.881784197001252e-16
E1,400,14,cold_cc_dca,GREEN,69,1,38,18.0,-2.4999999991241353,5.9190040766065424e-05,0.040297534999808,1,8.758664904462421e-10,2.220446049250313e-16,3.574336300426299e-15,1.1102230246251561e-15,-8.881784197001252e-16
E1,400,14,persistent_cc_dca,GREEN,69,1,34,18.0,-2.4999999991241353,5.9190040766065424e-05,0.020095380999919,1,8.758664904462421e-10,2.220446049250313e-16,3.574336300426299e-15,1.1102230246251561e-15,-8.881784197001252e-16
E1,400,15,plain_dca,FIRST_ORDER,41,0,0,,-1.5,6.371336257575465e-11,0.005203126999958001,0,0.9999999999999951,0.0,2.6602146144122993e-15,3.885780586188046e-15,-1.77635683940025e-15
E1,400,15,post_dca,GREEN_POST,69,1,62,41.0,-2.499999999999999,9.013300519905843e-11,0.043252629999869,1,-3.108624468950438e-15,0.0,2.6602146144122993e-15,3.885780586188046e-15,-1.77635683940025e-15
E1,400,15,cold_cc_dca,GREEN,69,1,37,18.0,-2.499999999147901,5.838144266269957e-05,0.020829195000032,1,8.520943950429682e-10,0.0,2.6602146144122993e-15,3.885780586188046e-15,-1.77635683940025e-15
E1,400,15,persistent_cc_dca,GREEN,69,1,34,18.0,-2.499999999147901,5.838144266269957e-05,0.020104636000041,1,8.520943950429682e-10,0.0,2.6602146144122993e-15,3.885780586188046e-15,-1.77635683940025e-15
E1,400,16,plain_dca,FIRST_ORDER,41,0,0,,-1.5,6.370431925412877e-11,0.005722379000189,0,1.000000000000001,4.440892098500626e-16,4.4955336078845615e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,400,16,post_dca,GREEN_POST,69,1,62,41.0,-2.499999999999999,9.013253546888588e-11,0.023874025999930003,1,2.220446049250313e-15,4.440892098500626e-16,4.4955336078845615e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,400,16,cold_cc_dca,GREEN,67,1,37,18.0,-2.499999999070965,6.096014998372182e-05,0.020250374999932,1,9.290368474523802e-10,4.440892098500626e-16,4.4955336078845615e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,400,16,persistent_cc_dca,GREEN,67,1,34,18.0,-2.499999999070965,6.096014998372182e-05,0.041166911999880006,1,9.290368474523802e-10,4.440892098500626e-16,4.4955336078845615e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,400,17,plain_dca,FIRST_ORDER,41,0,0,,-1.5,6.370211776449997e-11,0.005350600000156001,0,0.9999999999999941,0.0,4.7447286765389946e-15,4.4408920985006285e-15,1.77635683940025e-15
E1,400,17,post_dca,GREEN_POST,69,1,62,41.0,-2.5,9.013330778958575e-11,0.024184654000009003,1,-5.329070518200752e-15,0.0,4.7447286765389946e-15,4.4408920985006285e-15,1.77635683940025e-15
E1,400,17,cold_cc_dca,GREEN,67,1,37,18.0,-2.49999999917359,5.749469905700324e-05,0.043137816999887,1,8.264051665207717e-10,0.0,4.7447286765389946e-15,4.4408920985006285e-15,1.77635683940025e-15
E1,400,17,persistent_cc_dca,GREEN,67,1,34,18.0,-2.49999999917359,5.749469905700324e-05,0.019795310000063,1,8.264051665207717e-10,0.0,4.7447286765389946e-15,4.4408920985006285e-15,1.77635683940025e-15
E1,400,18,plain_dca,FIRST_ORDER,41,0,0,,-1.4999999999999991,6.374131364043856e-11,0.00529016900009,0,1.000000000000005,8.881784197001252e-16,4.247918670458611e-15,4.440892098500628e-15,8.881784197001252e-16
E1,400,18,post_dca,GREEN_POST,69,1,62,41.0,-2.500000000000001,9.013316539041901e-11,0.043313120999982004,1,4.440892098500626e-15,8.881784197001252e-16,4.247918670458611e-15,4.440892098500628e-15,8.881784197001252e-16
E1,400,18,cold_cc_dca,GREEN,48,1,38,18.0,-2.499999999034309,6.215116336442608e-05,0.021984684000017,1,9.65695967636293e-10,8.881784197001252e-16,4.247918670458611e-15,4.440892098500628e-15,8.881784197001252e-16
E1,400,18,persistent_cc_dca,GREEN,48,1,34,18.0,-2.499999999034309,6.215116336442608e-05,0.019164571999908002,1,9.65695967636293e-10,8.881784197001252e-16,4.247918670458611e-15,4.440892098500628e-15,8.881784197001252e-16
E1,400,19,plain_dca,FIRST_ORDER,41,0,0,,-1.5,6.370272857468303e-11,0.005167794000044,0,1.000000000000003,6.661338147750939e-16,6.09890534476223e-15,3.3306690738754712e-15,1.77635683940025e-15
E1,400,19,post_dca,GREEN_POST,69,1,62,41.0,-2.5,9.013285409322872e-11,0.024453687999994003,1,3.552713678800501e-15,6.661338147750939e-16,6.09890534476223e-15,3.3306690738754712e-15,1.77635683940025e-15
E1,400,19,cold_cc_dca,GREEN,65,1,39,18.0,-2.49999999908583,6.0470511945824514e-05,0.020453481000004003,1,9.141736256879085e-10,6.661338147750939e-16,6.09890534476223e-15,3.3306690738754712e-15,1.77635683940025e-15
E1,400,19,persistent_cc_dca,GREEN,65,1,34,18.0,-2.49999999908583,6.0470511945824514e-05,0.019040383999936003,1,9.141736256879085e-10,6.661338147750939e-16,6.09890534476223e-15,3.3306690738754712e-15,1.77635683940025e-15
