experiment,axis,value,n,seed,negfrac,bscale,method,status,N_DCA,N_E,N_Av,first_escape_dca,q,S,runtime_sec,stages_completed,objective_gap,ref_feas,ref_stationarity,ref_complementarity,ref_shifted_psd
E5,generic,0.0,200,13,0.25,0.5,persistent_cc_dca,GREEN,1020,0,123,,-2.536798978570098,9.674665862807194e-07,0.258400107999932,5,4.639399975303604e-12,0.0,8.122245855998185e-15,1.405043837302007e-13,0.00217778823125
E5,generic,0.0,400,13,0.1,0.1,persistent_cc_dca,GREEN,740,0,128,,-2.502667359671214,9.977385188454077e-07,0.31831189699960305,5,-1.324771403687918e-10,0.0,7.840131145425226e-15,1.36519500398446e-10,0.001579564483375
E5,generic,0.0,400,13,0.1,0.5,persistent_cc_dca,GREEN,752,0,128,,-2.5349036298751493,9.543869615770606e-07,0.39393390500026704,5,3.339106768862621e-12,0.0,7.792643614251411e-15,3.2916366773361897e-13,0.008180308611596
E5,generic,0.0,400,13,0.25,0.1,persistent_cc_dca,GREEN,1722,0,128,,-2.50339386294236,1.003906787477946e-06,0.501909679999698,5,-3.815747717794693e-11,0.0,5.971564869598348e-15,4.845000786305845e-11,0.0015916508084090001
E5,generic,0.0,400,13,0.25,0.5,persistent_cc_dca,GREEN,1986,0,128,,-2.551839254330906,9.633464983070133e-07,0.527942809999785,5,1.969491236764042e-11,1.8485213360008852e-12,5.964935275297579e-15,9.260782948422554e-12,0.009832869150132002
E5,gap,0.1,200,14,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994935,1.006691427764043e-06,0.275456522999775,5,,,,,
E5,gap,0.25,200,14,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997983,1.004176054541412e-06,0.21685144200000603,5,,,,,
E5,gap,0.5,200,14,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.499999999999042,9.788122003353967e-07,0.20582550700009902,5,,,,,
E5,gap,1.0,200,14,,,persistent_cc_dca,GREEN,151,1,123,13.0,-2.499999999999492,1.009505321284605e-06,0.311938237000049,5,,,,,
E5,gap,2.0,200,14,,,persistent_cc_dca,GREEN,85,1,123,15.0,-2.499999999999771,9.55679512644881e-07,0.219120443999599,5,,,,,
E5,multiplicity,1.0,200,14,,,persistent_cc_dca,GREEN,85,1,123,15.0,-2.499999999999771,9.55679512644881e-07,0.151729905000138,5,,,,,
E5,multiplicity,2.0,200,14,,,persistent_cc_dca,GREEN,85,1,123,15.0,-2.499999999999772,9.559586353721196e-07,0.149796797999897,5,,,,,
E5,multiplicity,4.0,200,14,,,persistent_cc_dca,GREEN,65,1,123,15.0,-2.499999999999784,9.327010754714656e-07,0.17476365699985702,5,,,,,
E5,multiplicity,8.0,200,14,,,persistent_cc_dca,GREEN,93,1,123,15.0,-2.499999999999798,8.99169299262979e-07,0.18861156799994203,5,,,,,
E5,multiplicity,16.0,200,14,,,persistent_cc_dca,GREEN,88,1,123,14.0,-2.499999999999829,8.245922275765407e-07,0.184301709999999,5,,,,,
E5,extra_negative,0.0,200,14,,,persistent_cc_dca,GREEN,85,1,123,15.0,-2.499999999999771,9.55679512644881e-07,0.16039952699975402,5,,,,,
E5,extra_negative,2.0,200,14,,,persistent_cc_dca,GREEN,85,1,123,15.0,-2.499999999999767,9.639564796546072e-07,0.19395227399991202,5,,,,,
E5,extra_negative,5.0,200,14,,,persistent_cc_dca,GREEN,87,1,123,15.0,-2.499999999999819,8.497724406629071e-07,0.172770475000106,5,,,,,
E5,extra_negative,10.0,200,14,,,persistent_cc_dca,GREEN,88,1,123,14.0,-2.499999999999767,9.637513538594384e-07,0.22249782400012902,5,,,,,
E5,extra_negative,20.0,200,14,,,persistent_cc_dca,GREEN,88,1,123,13.0,-2.499999999999788,9.261178256162181e-07,0.185845375000099,5,,,,,
E5,dimension,100.0,100,14,,,persistent_cc_dca,GREEN,83,1,100,15.0,-2.499999999999771,9.566190400705658e-07,0.09993598899973201,5,,,,,
E5,dimension,200.0,200,14,,,persistent_cc_dca,GREEN,85,1,123,15.0,-2.499999999999771,9.55679512644881e-07,0.16279676099975401,5,,,,,
E5,dimension,400.0,400,14,,,persistent_cc_dca,GREEN,79,1,128,15.0,-2.499999999999836,8.091561027530424e-07,0.31390184100018803,5,,,,,
E5,dimension,800.0,800,14,,,persistent_cc_dca,GREEN,90,1,132,15.0,-2.499999999999779,9.383563986079139e-07,0.38207344499960505,5,,,,,
E5,generic,0.0,100,14,0.1,0.1,persistent_cc_dca,GREEN,262,0,100,,-2.515434502316678,1.0060490139384829e-06,0.15771855299999502,5,1.131095217488109e-12,3.930189507173054e-14,6.264830806932631e-15,1.9707915141062132e-13,0.014494874889084
E5,generic,0.0,100,14,0.1,0.5,persistent_cc_dca,GREEN,229,0,100,,-2.595551328940704,9.099175001680171e-07,0.146708970999952,5,7.016609515630989e-13,1.5543122344752194e-15,6.769944781307353e-15,7.885133955959644e-15,0.07306947797518501
E5,generic,0.0,100,14,0.25,0.1,persistent_cc_dca,GREEN,625,0,100,,-2.516118106130221,9.951862008837587e-07,0.129769571999986,5,2.69517741458003e-12,7.149836278586008e-14,7.685262778623847e-15,3.585299770480372e-13,0.014520096381033002
E5,generic,0.0,100,14,0.25,0.5,persistent_cc_dca,GREEN,474,0,100,,-2.610511375305278,9.667747317985265e-07,0.100302393999754,5,1.7612578062653481e-12,0.0,7.827313766324696e-15,5.634775579737254e-16,0.07535464024421201
E5,generic,0.0,200,14,0.1,0.1,persistent_cc_dca,GREEN,421,0,123,,-2.5054273790719943,9.866204199997435e-07,0.201186102000065,5,8.628653347386717e-13,0.0,8.836072220238883e-15,1.0490017608750738e-12,0.004538071385571001
E5,generic,0.0,200,14,0.1,0.5,persistent_cc_dca,GREEN,392,0,123,,-2.5447599638615843,9.704758489905435e-07,0.21709061899991802,5,7.439560079092189e-11,1.4467982367705188e-11,8.837482466560966e-15,7.267169257608582e-11,0.022932066761461003
E5,generic,0.0,200,14,0.25,0.1,persistent_cc_dca,GREEN,970,0,123,,-2.5060932536026,1.0021028963497448e-06,0.27120393899986,5,2.894129380592858e-12,0.0,8.720437422411683e-15,2.0530026888570833e-12,0.004547845481669001
E5,generic,0.0,200,14,0.25,0.5,persistent_cc_dca,GREEN,812,0,123,,-2.560470682797713,9.700565672459698e-07,0.25082304200032,5,3.646416502078864e-12,0.0,8.779403348373503e-15,2.44867298758748e-13,0.024074147813746002
E5,generic,0.0,400,14,0.1,0.1,persistent_cc_dca,GREEN,912,0,128,,-2.507021988876089,1.0007857722853799e-06,0.363741785999991,5,3.538058734875449e-12,0.0,7.852841345464771e-15,3.968060122475828e-13,0.005757447889598
E5,generic,0.0,400,14,0.1,0.5,persistent_cc_dca,GREEN,788,0,128,,-2.559487801571535,9.587370006651546e-07,0.34748771500017,5,3.1676883338604962e-12,4.440892098500626e-15,7.92236772686238e-15,2.233802327069603e-14,0.030075663905006003
E5,generic,0.0,400,14,0.25,0.1,persistent_cc_dca,GREEN,2013,0,128,,-2.508056066349962,1.0020733525025188e-06,0.5661956720000481,5,9.121592370320286e-12,0.0,6.564446069131357e-15,3.3178721655369593e-13,0.005818374665055
E5,generic,0.0,400,14,0.25,0.5,persistent_cc_dca,GREEN,1376,0,128,,-2.580253854694898,9.649796314130524e-07,0.476696417999846,5,6.31406038564819e-12,5.995204332975846e-15,6.8935583162516606e-15,3.018947565433817e-14,0.035604122495852
E5,gap,0.1,200,15,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994933,1.0066917981163539e-06,0.263246540999716,5,,,,,
E5,gap,0.25,200,15,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997984,1.0042043889577688e-06,0.22334499299995503,5,,,,,
E5,gap,0.5,200,15,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.499999999999035,9.827395003789446e-07,0.18250838399990202,5,,,,,
E5,gap,1.0,200,15,,,persistent_cc_dca,GREEN,172,1,123,13.0,-2.4999999999995532,9.461807553555752e-07,0.19227891199989203,5,,,,,
E5,gap,2.0,200,15,,,persistent_cc_dca,GREEN,81,1,123,15.0,-2.499999999999761,9.781459871756525e-07,0.17185527900028302,5,,,,,
E5,multiplicity,1.0,200,15,,,persistent_cc_dca,GREEN,81,1,123,15.0,-2.499999999999761,9.781459871756525e-07,0.211562620999757,5,,,,,
E5,multiplicity,2.0,200,15,,,persistent_cc_dca,GREEN,77,1,123,15.0,-2.499999999999832,8.168228943356016e-07,0.200489604999802,5,,,,,
E5,multiplicity,4.0,200,15,,,persistent_cc_dca,GREEN,74,1,123,15.0,-2.499999999999826,8.340002487021146e-07,0.181289536999884,5,,,,,
E5,multiplicity,8.0,200,15,,,persistent_cc_dca,GREEN,81,1,123,15.0,-2.499999999999841,7.969269364265492e-07,0.145220357999733,5,,,,,
E5,multiplicity,16.0,200,15,,,persistent_cc_dca,GREEN,85,1,123,14.0,-2.499999999999838,8.088131061766702e-07,0.172514390000287,5,,,,,
E5,extra_negative,0.0,200,15,,,persistent_cc_dca,GREEN,81,1,123,15.0,-2.499999999999761,9.781459871756525e-07,0.190598210000189,5,,,,,
E5,extra_negative,2.0,200,15,,,persistent_cc_dca,GREEN,79,1,123,15.0,-2.499999999999816,8.561685103776725e-07,0.18708725699980203,5,,,,,
E5,extra_negative,5.0,200,15,,,persistent_cc_dca,GREEN,79,1,123,15.0,-2.499999999999843,7.921489595555156e-07,0.153035747000103,5,,,,,
E5,extra_negative,10.0,200,15,,,persistent_cc_dca,GREEN,78,1,123,14.0,-2.499999999999764,9.73962120948772e-07,0.163715111000328,5,,,,,
E5,extra_negative,20.0,200,15,,,persistent_cc_dca,GREEN,82,1,123,13.0,-2.499999999999795,9.052512820349992e-07,0.268731873000433,5,,,,,
E5,dimension,100.0,100,15,,,persistent_cc_dca,GREEN,89,1,100,15.0,-2.4999999999998233,8.414237491329661e-07,0.08912390999967101,5,,,,,
E5,dimension,200.0,200,15,,,persistent_cc_dca,GREEN,81,1,123,15.0,-2.499999999999761,9.781459871756525e-07,0.19199346699997402,5,,,,,
E5,dimension,400.0,400,15,,,persistent_cc_dca,GREEN,87,1,128,15.0,-2.499999999999765,9.679053016398012e-07,0.228332300000147,5,,,,,
E5,dimension,800.0,800,15,,,persistent_cc_dca,GREEN,78,1,132,15.0,-2.499999999999829,8.256797477838732e-07,0.36480082300022304,5,,,,,
E5,generic,0.0,100,15,0.1,0.1,persistent_cc_dca,GREEN,235,0,100,,-2.483020621213427,9.769764879429754e-07,0.09385717499981101,5,0.035959185164135,0.0,3.881889184896459e-15,9.470848671145584e-15,0.017989476029836002
E5,generic,0.0,100,15,0.1,0.5,persistent_cc_dca,GREEN,204,0,100,,-2.614333404888428,9.154405419870275e-07,0.09456652100016001,5,-1.983702091479244e-11,0.0,4.038828650858261e-15,2.0515796616196197e-11,0.09048973834936201
E5,generic,0.0,100,15,0.25,0.1,persistent_cc_dca,GREEN,650,0,100,,-2.483560236593881,9.885933300198296e-07,0.11084604399957201,5,0.035920846128911006,0.0,5.701022426173986e-15,8.356660162974837e-15,0.018006879471379002
E5,generic,0.0,100,15,0.25,0.5,persistent_cc_dca,GREEN,399,0,100,,-2.625364459550297,9.409731520638618e-07,0.11916666199977001,5,8.553158181712206e-13,0.0,6.066051249441637e-15,6.772769255254494e-13,0.092127060806425
E5,generic,0.0,200,15,0.1,0.1,persistent_cc_dca,GREEN,412,0,123,,-2.498021400208612,9.993843585113527e-07,0.180197932000282,5,0.005982773647445001,0.0,6.62733998965136e-15,4.3880100517087215e-14,0.0029975781704770004
E5,generic,0.0,200,15,0.1,0.5,persistent_cc_dca,GREEN,393,0,123,,-2.510764008764052,9.471905919740855e-07,0.184284964000198,5,0.029151269614839003,2.686739719592878e-14,6.7223351881951434e-15,1.347491100077762e-13,0.015339186938241002
E5,generic,0.0,200,15,0.25,0.1,persistent_cc_dca,GREEN,958,0,123,,-2.49872569413018,1.000469094526244e-06,0.20937434999996102,5,0.005950202139470001,0.0,8.163756554637889e-15,7.915105792253463e-13,0.0030129819776480004
E5,generic,0.0,200,15,0.25,0.5,persistent_cc_dca,GREEN,2892,0,123,,-2.530895500647356,9.675694303667658e-07,0.28769167399968804,5,0.024328352737281,0.0,7.879259283746704e-15,1.3089978531333642e-13,0.017193398808678
E5,generic,0.0,400,15,0.1,0.1,persistent_cc_dca,GREEN,1133,0,128,,-2.493915104613686,1.004536201323994e-06,0.369171944999834,5,0.014477925624491001,7.749356711883593e-14,7.198990185011416e-15,3.880310280205999e-13,0.007267602297318001
E5,generic,0.0,400,15,0.1,0.5,persistent_cc_dca,GREEN,827,0,128,,-2.563534567542641,9.634525967613365e-07,0.370160360000227,5,2.950972799453666e-12,0.0,7.379110664046885e-15,3.467590325534747e-14,0.037625321919942
E5,generic,0.0,400,15,0.25,0.1,persistent_cc_dca,GREEN,3943,0,128,,-2.49492763316537,1.004584522585298e-06,0.730219140999906,5,0.014318740502154,0.0,7.789463405607027e-15,1.639979800213558e-13,0.007330452296218001
E5,generic,0.0,400,15,0.25,0.5,persistent_cc_dca,GREEN,1273,0,128,,-2.580117465751049,9.673787787772255e-07,0.41085435000013604,5,5.60707036356689e-12,7.993605777301127e-15,7.878981996044265e-15,4.030556759970202e-14,0.042226089527066
E5,gap,0.1,200,16,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994932,1.006693407077728e-06,0.274980949000109,5,,,,,
E5,gap,0.25,200,16,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997977,1.005584073010898e-06,0.23211706599977303,5,,,,,
E5,gap,0.5,200,16,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.499999999999014,9.9213105340922e-07,0.23947978500018502,5,,,,,
E5,gap,1.0,200,16,,,persistent_cc_dca,GREEN,158,1,123,13.0,-2.499999999999579,9.153993989770583e-07,0.15485461699972802,5,,,,,
E5,gap,2.0,200,16,,,persistent_cc_dca,GREEN,88,1,123,15.0,-2.499999999999829,8.212445487991499e-07,0.174418035999678,5,,,,,
E5,multiplicity,1.0,200,16,,,persistent_cc_dca,GREEN,88,1,123,15.0,-2.499999999999829,8.212445487991499e-07,0.17644185900007803,5,,,,,
E5,multiplicity,2.0,200,16,,,persistent_cc_dca,GREEN,93,1,123,15.0,-2.499999999999743,1.0107562050019568e-06,0.18504742499999302,5,,,,,
E5,multiplicity,4.0,200,16,,,persistent_cc_dca,GREEN,72,1,123,15.0,-2.4999999999998233,8.39810321212217e-07,0.15859968600034302,5,,,,,
E5,multiplicity,8.0,200,16,,,persistent_cc_dca,GREEN,94,1,123,15.0,-2.499999999999817,8.5455129225576e-07,0.19545161599990002,5,,,,,
E5,multiplicity,16.0,200,16,,,persistent_cc_dca,GREEN,83,1,123,14.0,-2.499999999999743,1.0159877831837788e-06,0.18808921800018602,5,,,,,
E5,extra_negative,0.0,200,16,,,persistent_cc_dca,GREEN,88,1,123,15.0,-2.499999999999829,8.212445487991499e-07,0.16874840199989102,5,,,,,
E5,extra_negative,2.0,200,16,,,persistent_cc_dca,GREEN,88,1,123,15.0,-2.4999999999998233,8.339609891772987e-07,0.173570705999736,5,,,,,
E5,extra_negative,5.0,200,16,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.4999999999997913,9.1089978864043e-07,0.15193843199995102,5,,,,,
E5,extra_negative,10.0,200,16,,,persistent_cc_dca,GREEN,90,1,123,14.0,-2.499999999999776,9.441686917063276e-07,0.170733979000033,5,,,,,
E5,extra_negative,20.0,200,16,,,persistent_cc_dca,GREEN,90,1,123,13.0,-2.499999999999771,9.522025193298709e-07,0.185906155999873,5,,,,,
E5,dimension,100.0,100,16,,,persistent_cc_dca,GREEN,87,1,100,15.0,-2.499999999999822,8.428461198106545e-07,0.10805376000007501,5,,,,,
E5,dimension,200.0,200,16,,,persistent_cc_dca,GREEN,88,1,123,15.0,-2.499999999999829,8.212445487991499e-07,0.18230243000016302,5,,,,,
E5,dimension,400.0,400,16,,,persistent_cc_dca,GREEN,78,1,128,15.0,-2.4999999999997993,8.940884486871082e-07,0.22167152800011503,5,,,,,
E5,dimension,800.0,800,16,,,persistent_cc_dca,GREEN,81,1,132,15.0,-2.499999999999795,9.060475719167744e-07,0.394425583000156,5,,,,,
E5,generic,0.0,100,16,0.1,0.1,persistent_cc_dca,GREEN,236,0,100,,-2.5074346358676403,9.73297813662491e-07,0.10341739000023101,5,-2.36066721726047e-10,0.0,4.640623694999401e-15,2.36952064508768e-10,0.006754869117913001
E5,generic,0.0,100,16,0.1,0.5,persistent_cc_dca,GREEN,225,0,100,,-2.5506530139972012,9.267635610561449e-07,0.092842713000209,5,7.229772336359019e-13,0.0,4.632448392463488e-15,4.135713948532182e-14,0.033945891221756
E5,generic,0.0,100,16,0.25,0.1,persistent_cc_dca,GREEN,579,0,100,,-2.507841325097519,9.940909770230545e-07,0.10178451499996301,5,-2.369171525629099e-10,0.0,6.546820715277556e-15,2.393308932823098e-10,0.006761095157718001
E5,generic,0.0,100,16,0.25,0.5,persistent_cc_dca,GREEN,510,0,100,,-2.56022642135512,9.705200891897578e-07,0.10398124700031901,5,1.995292819856331e-12,0.0,6.5482509416164025e-15,3.186069383185024e-14,0.034659960311797
E5,generic,0.0,200,16,0.1,0.1,persistent_cc_dca,GREEN,518,0,123,,-2.4977017055863673,9.94772022217783e-07,0.19888858399963202,5,0.006083972129000001,0.0,7.112630157283929e-15,1.8218739387654322e-13,0.003043165695132
E5,generic,0.0,200,16,0.1,0.5,persistent_cc_dca,GREEN,550,0,123,,-2.503454101747103,9.66213126422423e-07,0.204504897000333,5,0.030277686945985004,0.0,7.491053962222512e-15,1.174866130553637e-13,0.015285941015712002
E5,generic,0.0,200,16,0.25,0.1,persistent_cc_dca,GREEN,1274,0,123,,-2.49808661024572,1.006528011645912e-06,0.227867157000218,5,0.006079833570992001,5.573319583618286e-14,6.252623087621919e-15,2.78835698240749e-13,0.0030452059546970003
E5,generic,0.0,200,16,0.25,0.5,persistent_cc_dca,GREEN,1518,0,123,,-2.513297678528506,9.638628608165183e-07,0.22239791499987402,5,0.029752275426796003,0.0,6.276373195722828e-15,1.826423051522542e-13,0.015535472108418002
E5,generic,0.0,400,16,0.1,0.1,persistent_cc_dca,GREEN,864,0,128,,-2.503081204002091,1.000186628085339e-06,0.339339166000172,5,3.914202295618452e-12,0.0,8.988097962232831e-15,1.937837226174064e-13,0.001285392379479
E5,generic,0.0,400,16,0.1,0.5,persistent_cc_dca,GREEN,1029,0,128,,-2.550593588611454,9.590207838515541e-07,0.34894904199973104,5,4.599876035626948e-12,0.0,8.50237672507309e-15,1.1675152535571321e-13,0.007639296065972001
E5,generic,0.0,400,16,0.25,0.1,persistent_cc_dca,GREEN,1823,0,128,,-2.504983771198021,1.0065120574260108e-06,0.47179504799987604,5,1.0808243189330819e-11,0.0,6.792545398530076e-15,1.893434664162303e-13,0.001332344851454
E5,generic,0.0,400,16,0.25,0.5,persistent_cc_dca,GREEN,2518,0,128,,-2.588783068995414,9.67741804093424e-07,0.5848116860001931,5,1.469357968630902e-11,0.0,7.828421852893512e-15,1.2840865621515402e-13,0.028705880710555003
E5,gap,0.1,200,17,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994931,1.006693394694293e-06,0.23140376900028,5,,,,,
E5,gap,0.25,200,17,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997976,1.005622218442624e-06,0.20638289299995402,5,,,,,
E5,gap,0.5,200,17,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.499999999999006,9.96801915854128e-07,0.17941582100002001,5,,,,,
E5,gap,1.0,200,17,,,persistent_cc_dca,GREEN,155,1,123,13.0,-2.499999999999481,1.016964173973661e-06,0.17321134300027502,5,,,,,
E5,gap,2.0,200,17,,,persistent_cc_dca,GREEN,87,1,123,15.0,-2.499999999999787,9.214615896102708e-07,0.18228063800006503,5,,,,,
E5,multiplicity,1.0,200,17,,,persistent_cc_dca,GREEN,87,1,123,15.0,-2.499999999999787,9.214615896102708e-07,0.148976970000148,5,,,,,
E5,multiplicity,2.0,200,17,,,persistent_cc_dca,GREEN,85,1,123,15.0,-2.49999999999978,9.329343259447316e-07,0.171045938000133,5,,,,,
E5,multiplicity,4.0,200,17,,,persistent_cc_dca,GREEN,78,1,123,15.0,-2.4999999999998073,8.738025836398203e-07,0.181541112000104,5,,,,,
E5,multiplicity,8.0,200,17,,,persistent_cc_dca,GREEN,79,1,123,15.0,-2.499999999999819,8.53746458311623e-07,0.19037846199989802,5,,,,,
E5,multiplicity,16.0,200,17,,,persistent_cc_dca,GREEN,84,1,123,14.0,-2.499999999999827,8.289217664413114e-07,0.179173336000076,5,,,,,
E5,extra_negative,0.0,200,17,,,persistent_cc_dca,GREEN,87,1,123,15.0,-2.499999999999787,9.214615896102708e-07,0.15856869000026502,5,,,,,
E5,extra_negative,2.0,200,17,,,persistent_cc_dca,GREEN,88,1,123,15.0,-2.499999999999838,8.029745780700235e-07,0.145040662000155,5,,,,,
E5,extra_negative,5.0,200,17,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.49999999999979,9.119272817837842e-07,0.19013420900000702,5,,,,,
E5,extra_negative,10.0,200,17,,,persistent_cc_dca,GREEN,90,1,123,14.0,-2.49999999999984,7.980537304794355e-07,0.177138797999759,5,,,,,
E5,extra_negative,20.0,200,17,,,persistent_cc_dca,GREEN,90,1,123,13.0,-2.499999999999821,8.438374670956081e-07,0.182903203999558,5,,,,,
E5,dimension,100.0,100,17,,,persistent_cc_dca,GREEN,76,1,100,15.0,-2.499999999999789,9.191856757050189e-07,0.092868136000106,5,,,,,
E5,dimension,200.0,200,17,,,persistent_cc_dca,GREEN,87,1,123,15.0,-2.499999999999787,9.214615896102708e-07,0.15177429599998501,5,,,,,
E5,dimension,400.0,400,17,,,persistent_cc_dca,GREEN,76,1,128,15.0,-2.499999999999819,8.469408293217842e-07,0.251593701000274,5,,,,,
E5,dimension,800.0,800,17,,,persistent_cc_dca,GREEN,81,1,132,15.0,-2.499999999999837,8.077406878243126e-07,0.341663622000396,5,,,,,
E5,generic,0.0,100,17,0.1,0.1,persistent_cc_dca,GREEN,214,0,100,,-2.511596689914452,9.85111317625558e-07,0.09281104100000401,5,8.624212455288216e-13,0.0,5.978034356036068e-15,3.893928640914054e-14,0.01048445035081
E5,generic,0.0,100,17,0.1,0.5,persistent_cc_dca,GREEN,196,0,100,,-2.579992636992378,9.38716867571351e-07,0.08951614700026701,5,-1.49213974509621e-12,0.0,5.8475450150074416e-15,2.254538289963996e-12,0.052768252089757
E5,generic,0.0,100,17,0.25,0.1,persistent_cc_dca,GREEN,513,0,100,,-2.512115894478551,9.935867710772563e-07,0.110269268000138,5,2.443822921804894e-12,1.4432899320127032e-14,7.896239039160452e-15,7.231596952543429e-14,0.010494975502799
E5,generic,0.0,100,17,0.25,0.5,persistent_cc_dca,GREEN,420,0,100,,-2.592040001762957,9.384924922479202e-07,0.102827548999812,5,-2.5614621534941762e-11,0.0,8.104239792879988e-15,2.740120683234913e-11,0.05381541812062501
E5,generic,0.0,200,17,0.1,0.1,persistent_cc_dca,GREEN,443,0,123,,-2.500399269719511,1.00170146918175e-06,0.203764996000245,5,0.0007854402321440001,4.187852287174109e-10,7.640774412235574e-15,2.094090699349578e-09,0.000392935928107
E5,generic,0.0,200,17,0.1,0.5,persistent_cc_dca,GREEN,447,0,123,,-2.517849211373564,9.641407952115925e-07,0.194982222999897,5,0.0039010699154030004,0.0,7.48746281648493e-15,1.332794615796285e-14,0.0019777792179630003
E5,generic,0.0,200,17,0.25,0.1,persistent_cc_dca,GREEN,1057,0,123,,-2.500832411058168,1.002667988395733e-06,0.244308449000072,5,0.000784552692782,4.220188642989342e-10,5.69800682143601e-15,2.1102603348938194e-09,0.000393379095562
E5,generic,0.0,200,17,0.25,0.5,persistent_cc_dca,GREEN,1076,0,123,,-2.528723729215287,9.69694442779174e-07,0.210586241999862,5,0.0037877919768640003,0.0,6.1301317168614e-15,4.0706242304105544e-13,0.002035952862833
E5,generic,0.0,400,17,0.1,0.1,persistent_cc_dca,GREEN,963,0,128,,-2.492370019070797,9.979102959152585e-07,0.370133312000234,5,0.017438538250463,0.0,9.184400152193256e-15,4.000223684306655e-11,0.008731620896931
E5,generic,0.0,400,17,0.1,0.5,persistent_cc_dca,GREEN,656,0,128,,-2.570136829571735,9.526339854587245e-07,0.312092624999877,5,-1.0095035918311619e-11,0.0,9.202339917444357e-15,1.282858747263132e-11,0.044294037755467
E5,generic,0.0,400,17,0.25,0.1,persistent_cc_dca,GREEN,2383,0,128,,-2.510595294412472,1.0031148301834688e-06,0.592700556999716,5,-1.167252960954101e-10,0.0,7.086862956370757e-15,1.255948852295612e-10,0.008758486110549
E5,generic,0.0,400,17,0.25,0.5,persistent_cc_dca,GREEN,1018,0,128,,-2.587525260921447,9.674170381005187e-07,0.36863582800015104,5,3.975930695787611e-12,0.0,7.330556338908473e-15,9.648462652971005e-13,0.046784298329657005
E5,gap,0.1,200,18,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994933,1.006693317932109e-06,0.22375302000000302,5,,,,,
E5,gap,0.25,200,18,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997979,1.005412166278161e-06,0.212959163999585,5,,,,,
E5,gap,0.5,200,18,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.4999999999990252,9.870577721678808e-07,0.185649379000096,5,,,,,
E5,gap,1.0,200,18,,,persistent_cc_dca,GREEN,176,1,123,13.0,-2.499999999999494,1.006649316940865e-06,0.1720970450001,5,,,,,
E5,gap,2.0,200,18,,,persistent_cc_dca,GREEN,56,1,123,15.0,-2.499999999999795,9.074290056163839e-07,0.150763147999896,5,,,,,
E5,multiplicity,1.0,200,18,,,persistent_cc_dca,GREEN,56,1,123,15.0,-2.499999999999795,9.074290056163839e-07,0.167065102999913,5,,,,,
E5,multiplicity,2.0,200,18,,,persistent_cc_dca,GREEN,80,1,123,15.0,-2.499999999999759,9.809668985947258e-07,0.167331123000167,5,,,,,
E5,multiplicity,4.0,200,18,,,persistent_cc_dca,GREEN,86,1,123,15.0,-2.499999999999778,9.42046600840798e-07,0.149606794999726,5,,,,,
E5,multiplicity,8.0,200,18,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.499999999999796,9.027081884618246e-07,0.17617667200011,5,,,,,
E5,multiplicity,16.0,200,18,,,persistent_cc_dca,GREEN,87,1,123,14.0,-2.499999999999797,9.021935277744351e-07,0.17742720200021703,5,,,,,
E5,extra_negative,0.0,200,18,,,persistent_cc_dca,GREEN,56,1,123,15.0,-2.499999999999795,9.074290056163839e-07,0.178455137999662,5,,,,,
E5,extra_negative,2.0,200,18,,,persistent_cc_dca,GREEN,67,1,123,15.0,-2.499999999999821,8.450560589757211e-07,0.157576625999809,5,,,,,
E5,extra_negative,5.0,200,18,,,persistent_cc_dca,GREEN,80,1,123,15.0,-2.499999999999811,8.690655485399826e-07,0.170879618000071,5,,,,,
E5,extra_negative,10.0,200,18,,,persistent_cc_dca,GREEN,79,1,123,14.0,-2.499999999999793,9.123169993518216e-07,0.17347559099971402,5,,,,,
E5,extra_negative,20.0,200,18,,,persistent_cc_dca,GREEN,78,1,123,13.0,-2.499999999999835,8.143663763262921e-07,0.17630885000016802,5,,,,,
E5,dimension,100.0,100,18,,,persistent_cc_dca,GREEN,87,1,100,15.0,-2.499999999999827,8.309723841349434e-07,0.06635725500018401,5,,,,,
E5,dimension,200.0,200,18,,,persistent_cc_dca,GREEN,56,1,123,15.0,-2.499999999999795,9.074290056163839e-07,0.245319724000182,5,,,,,
E5,dimension,400.0,400,18,,,persistent_cc_dca,GREEN,82,1,128,15.0,-2.499999999999779,9.412176689107919e-07,0.23576343600007002,5,,,,,
